pose_0_x,pose_0_y,pose_0_z,pose_1_x,pose_1_y,pose_1_z,pose_2_x,pose_2_y,pose_2_z,pose_3_x,pose_3_y,pose_3_z,pose_4_x,pose_4_y,pose_4_z,pose_5_x,pose_5_y,pose_5_z,pose_6_x,pose_6_y,pose_6_z,pose_7_x,pose_7_y,pose_7_z,pose_8_x,pose_8_y,pose_8_z,pose_9_x,pose_9_y,pose_9_z,pose_10_x,pose_10_y,pose_10_z,pose_11_x,pose_11_y,pose_11_z,pose_12_x,pose_12_y,pose_12_z,pose_13_x,pose_13_y,pose_13_z,pose_14_x,pose_14_y,pose_14_z,pose_15_x,pose_15_y,pose_15_z,pose_16_x,pose_16_y,pose_16_z,pose_17_x,pose_17_y,pose_17_z,pose_18_x,pose_18_y,pose_18_z,pose_19_x,pose_19_y,pose_19_z,pose_20_x,pose_20_y,pose_20_z,pose_21_x,pose_21_y,pose_21_z,pose_22_x,pose_22_y,pose_22_z,pose_23_x,pose_23_y,pose_23_z,pose_24_x,pose_24_y,pose_24_z,pose_25_x,pose_25_y,pose_25_z,pose_26_x,pose_26_y,pose_26_z,pose_27_x,pose_27_y,pose_27_z,pose_28_x,pose_28_y,pose_28_z,pose_29_x,pose_29_y,pose_29_z,pose_30_x,pose_30_y,pose_30_z,pose_31_x,pose_31_y,pose_31_z,pose_32_x,pose_32_y,pose_32_z
0.01527,0.59731,-0.33058,0.0295,0.62057,-0.32244,0.03043,0.61979,-0.31004,0.03008,0.61984,-0.31486,0.00687,0.63191,-0.34011,0.00645,0.62918,-0.35281,0.01248,0.6154,-0.33304,0.06799,0.6217,-0.2182,-0.06697,0.57529,-0.24581,0.04388,0.59354,-0.27863,0.00852,0.55829,-0.3115,0.15165,0.46097,-0.09364,-0.13658,0.51696,-0.09676,0.17649,0.2496,-0.05818,-0.1701,0.21884,-0.12792,0.19423,0.00588,-0.01647,-0.15652,-0.00854,-0.1714,0.18756,-0.04647,-0.00498,-0.1323,-0.05589,-0.21486,0.15848,-0.06543,-0.02975,-0.08802,-0.0416,-0.22994,0.1877,-0.03017,-0.02342,-0.13854,-0.01546,-0.1862,0.09036,-0.0024,0.03998,-0.08789,0.00521,-0.03872,0.12102,-0.41647,0.04908,-0.05876,-0.31788,0.02673,0.13168,-0.73582,0.23767,-0.1314,-0.63476,0.25955,0.11572,-0.77016,0.26101,-0.13901,-0.66181,0.23952,0.17957,-0.79955,0.22636,-0.13585,-0.67813,0.17843
0.01526,0.59784,-0.33129,0.02956,0.62101,-0.32292,0.03049,0.62022,-0.31052,0.03016,0.62026,-0.31533,0.00692,0.63248,-0.34043,0.00648,0.6298,-0.35312,0.01252,0.61587,-0.33335,0.06836,0.62166,-0.21835,-0.06698,0.5755,-0.24572,0.04388,0.59366,-0.27951,0.0085,0.55869,-0.312,0.15246,0.45909,-0.09571,-0.13763,0.51679,-0.09493,0.18054,0.24717,-0.06371,-0.17072,0.21872,-0.12715,0.21267,-0.00275,-0.02271,-0.16166,-0.00856,-0.1716,0.21096,-0.05635,-0.0111,-0.13972,-0.05596,-0.21535,0.18131,-0.07899,-0.03725,-0.0948,-0.04207,-0.23035,0.20684,-0.04067,-0.0303,-0.14393,-0.01567,-0.18656,0.09035,-0.00281,0.03801,-0.08788,0.00559,-0.03672,0.11372,-0.41603,0.0463,-0.06141,-0.31344,0.03187,0.12379,-0.73362,0.23831,-0.13983,-0.62551,0.26515,0.10777,-0.76791,0.26182,-0.14827,-0.65197,0.24494,0.16991,-0.79873,0.22813,-0.15253,-0.66333,0.18868
0.01525,0.59711,-0.33977,0.02952,0.62046,-0.33134,0.03042,0.61966,-0.31898,0.03012,0.61973,-0.32365,0.00689,0.63187,-0.34916,0.00643,0.6292,-0.36195,0.0125,0.6151,-0.34212,0.06786,0.62112,-0.225,-0.06755,0.57441,-0.25435,0.04387,0.59278,-0.28747,0.00849,0.55786,-0.32046,0.15262,0.4563,-0.10157,-0.13953,0.51652,-0.10032,0.18408,0.24211,-0.06944,-0.17175,0.21871,-0.13544,0.2192,-0.01204,-0.02811,-0.16766,-0.00855,-0.18483,0.21792,-0.06507,-0.01641,-0.14867,-0.05588,-0.22879,0.18633,-0.08789,-0.04306,-0.10398,-0.04216,-0.24517,0.21285,-0.05005,-0.03592,-0.15073,-0.01584,-0.20057,0.09035,-0.00339,0.03807,-0.08787,0.00623,-0.03678,0.10522,-0.41545,0.04712,-0.06925,-0.31162,0.03075,0.10665,-0.73246,0.23966,-0.15689,-0.61919,0.26362,0.08944,-0.76672,0.26302,-0.16654,-0.64511,0.24356,0.15049,-0.79739,0.22849,-0.16492,-0.65836,0.18727
0.0119,0.59558,-0.34592,0.02615,0.6191,-0.33713,0.02684,0.6183,-0.32483,0.02671,0.61833,-0.32947,0.00361,0.63055,-0.35533,0.00304,0.62801,-0.36823,0.00924,0.61379,-0.34835,0.06245,0.61845,-0.2306,-0.07279,0.57235,-0.26185,0.03963,0.59057,-0.29377,0.00452,0.55611,-0.32754,0.14773,0.45364,-0.10952,-0.14669,0.5121,-0.10725,0.18529,0.24096,-0.0793,-0.17613,0.21397,-0.15022,0.21804,-0.01538,-0.03609,-0.18201,-0.00896,-0.20334,0.21574,-0.07013,-0.02384,-0.16603,-0.05581,-0.24693,0.18294,-0.09396,-0.05029,-0.12294,-0.0422,-0.26317,0.21107,-0.05416,-0.04362,-0.16644,-0.0165,-0.21908,0.09027,-0.00347,0.03813,-0.08778,0.00631,-0.03684,0.09517,-0.41357,0.04732,-0.07611,-0.31083,0.02976,0.08344,-0.73099,0.24075,-0.16776,-0.60988,0.26363,0.06455,-0.7654,0.26414,-0.1779,-0.63459,0.24423,0.12968,-0.79696,0.22953,-0.17024,-0.65375,0.18936
0.01023,0.59278,-0.34741,0.02467,0.61588,-0.33818,0.02535,0.61509,-0.3259,0.02518,0.61493,-0.33054,0.00221,0.62766,-0.35679,0.00168,0.62533,-0.36969,0.008,0.61122,-0.34982,0.05922,0.61451,-0.23101,-0.07613,0.571,-0.2645,0.03686,0.58758,-0.29517,0.00206,0.55408,-0.32978,0.14319,0.45324,-0.10833,-0.15296,0.51022,-0.11038,0.18532,0.24093,-0.07633,-0.18133,0.21152,-0.15442,0.2176,-0.01417,-0.03344,-0.18945,-0.00922,-0.20758,0.21502,-0.06979,-0.02204,-0.17295,-0.05578,-0.25091,0.18203,-0.09301,-0.04749,-0.12978,-0.0422,-0.26682,0.21049,-0.05297,-0.04056,-0.17355,-0.0169,-0.22273,0.09025,-0.00342,0.03826,-0.08776,0.00626,-0.03694,0.09376,-0.40773,0.04646,-0.08363,-0.31042,0.02385,0.0799,-0.72433,0.23905,-0.18114,-0.60776,0.26196,0.06062,-0.75947,0.26263,-0.19195,-0.63242,0.24265,0.12702,-0.79229,0.22908,-0.18549,-0.65434,0.18749
0.01012,0.59183,-0.34696,0.02464,0.61492,-0.33787,0.02531,0.61417,-0.32556,0.02515,0.61399,-0.3302,0.00222,0.6271,-0.35618,0.00167,0.62477,-0.36907,0.00801,0.61065,-0.3492,0.05864,0.6139,-0.23056,-0.07628,0.57103,-0.26348,0.03627,0.58675,-0.29488,0.00168,0.55365,-0.32902,0.14151,0.45332,-0.1074,-0.15483,0.5103,-0.10998,0.18748,0.24147,-0.07449,-0.18545,0.21047,-0.15367,0.22435,-0.01257,-0.03106,-0.19516,-0.01052,-0.20533,0.2237,-0.06808,-0.01933,-0.17916,-0.05659,-0.24891,0.18912,-0.09175,-0.04485,-0.13605,-0.04401,-0.26454,0.21724,-0.05122,-0.03818,-0.17955,-0.01871,-0.22037,0.09014,-0.00345,0.03832,-0.08761,0.00628,-0.037,0.08496,-0.40723,0.04537,-0.08713,-0.3105,0.02209,0.06922,-0.724,0.23786,-0.19011,-0.60379,0.26576,0.04905,-0.75899,0.26182,-0.20197,-0.62795,0.24837,0.11104,-0.79406,0.2298,-0.19852,-0.65395,0.20268
0.0097,0.59033,-0.34662,0.02424,0.61348,-0.33747,0.02491,0.61277,-0.32513,0.02481,0.61263,-0.3298,0.00204,0.62601,-0.35568,0.0015,0.62368,-0.36855,0.00789,0.60958,-0.34869,0.05762,0.61331,-0.23026,-0.07639,0.57104,-0.26308,0.03526,0.5855,-0.29468,0.00112,0.55278,-0.32845,0.13957,0.45366,-0.10665,-0.15584,0.51035,-0.10965,0.18967,0.24322,-0.07379,-0.18675,0.20907,-0.15276,0.23395,-0.0117,-0.02986,-0.19897,-0.01229,-0.20448,0.23639,-0.06667,-0.01825,-0.18359,-0.0576,-0.24574,0.20036,-0.09011,-0.04392,-0.14258,-0.04552,-0.26241,0.22707,-0.04984,-0.03704,-0.1839,-0.02061,-0.21942,0.09002,-0.00347,0.0394,-0.08744,0.00629,-0.0381,0.08296,-0.40636,0.04562,-0.08601,-0.31045,0.01246,0.05942,-0.72431,0.23697,-0.19682,-0.60469,0.26086,0.03769,-0.75958,0.26073,-0.20966,-0.62906,0.24448,0.09445,-0.79517,0.22702,-0.19824,-0.65496,0.19674
0.00932,0.59018,-0.34747,0.02424,0.61321,-0.3382,0.02492,0.61248,-0.32608,0.02483,0.61237,-0.33061,0.002,0.62588,-0.35619,0.00147,0.62355,-0.36896,0.00787,0.60948,-0.34916,0.05954,0.61251,-0.23032,-0.07575,0.57105,-0.26264,0.03526,0.58507,-0.29504,0.00104,0.55259,-0.32858,0.14239,0.45357,-0.10582,-0.15544,0.50968,-0.10742,0.20395,0.24356,-0.07243,-0.18673,0.20411,-0.14718,0.24738,-0.00886,-0.03189,-0.20337,-0.01616,-0.20022,0.24928,-0.06478,-0.02089,-0.18924,-0.0613,-0.23983,0.21282,-0.08887,-0.04686,-0.14935,-0.04892,-0.2589,0.23992,-0.04736,-0.0391,-0.18851,-0.02448,-0.21574,0.09004,-0.00349,0.03953,-0.08744,0.00632,-0.03826,0.08278,-0.40544,0.04471,-0.08485,-0.31051,-0.00083,0.04973,-0.72417,0.23504,-0.19068,-0.61052,0.24527,0.02653,-0.7594,0.25866,-0.20254,-0.6355,0.22898,0.07809,-0.79505,0.22131,-0.1903,-0.66468,0.17077
0.01006,0.58948,-0.35386,0.02488,0.61251,-0.34443,0.02557,0.61175,-0.3326,0.02553,0.61171,-0.33699,0.00257,0.62491,-0.36344,0.00216,0.6226,-0.37624,0.00856,0.60863,-0.35636,0.06005,0.6117,-0.23479,-0.07541,0.56953,-0.26888,0.03582,0.58423,-0.30005,0.0017,0.55161,-0.33497,0.14335,0.45358,-0.10669,-0.15504,0.50674,-0.11187,0.20899,0.24466,-0.07584,-0.18729,0.19748,-0.15059,0.25489,-0.00573,-0.04879,-0.20615,-0.02347,-0.20168,0.25752,-0.06187,-0.03947,-0.19266,-0.06805,-0.24132,0.22125,-0.08668,-0.06576,-0.15312,-0.05578,-0.26048,0.24763,-0.04464,-0.05653,-0.19141,-0.0317,-0.2172,0.09002,-0.0035,0.04083,-0.0874,0.00633,-0.03961,0.08113,-0.40604,0.04488,-0.08123,-0.31462,-0.02078,0.03998,-0.72601,0.2354,-0.18555,-0.61743,0.22343,0.01594,-0.76142,0.25902,-0.19681,-0.64216,0.20741,0.06775,-0.79819,0.22092,-0.18803,-0.67372,0.144
0.01041,0.59015,-0.35775,0.02523,0.61326,-0.34891,0.02589,0.61244,-0.33706,0.02588,0.61245,-0.34144,0.00291,0.62538,-0.368,0.00257,0.62309,-0.38089,0.00899,0.60915,-0.36095,0.06058,0.61258,-0.24048,-0.07457,0.56973,-0.27297,0.0363,0.58478,-0.3039,0.00231,0.55204,-0.33883,0.14516,0.45631,-0.10891,-0.15492,0.50685,-0.11439,0.21068,0.25127,-0.07736,-0.18713,0.19818,-0.15116,0.25673,0.00919,-0.05064,-0.20741,-0.02298,-0.201,0.25954,-0.04463,-0.04137,-0.19407,-0.06764,-0.24104,0.22418,-0.06816,-0.06764,-0.15612,-0.05536,-0.25985,0.24982,-0.02916,-0.05857,-0.19313,-0.03118,-0.21646,0.09006,-0.00334,0.04139,-0.08744,0.00619,-0.04029,0.07905,-0.40322,0.05512,-0.07934,-0.31485,-0.01661,0.03108,-0.72283,0.24383,-0.18163,-0.63663,0.22635,0.0069,-0.7582,0.26704,-0.19217,-0.66411,0.2097,0.06624,-0.79503,0.22318,-0.17571,-0.69776,0.14326
0.01146,0.59054,-0.365,0.02618,0.61344,-0.35564,0.02695,0.61263,-0.34387,0.02691,0.61267,-0.34814,0.00377,0.62543,-0.37554,0.0037,0.62314,-0.38847,0.01003,0.6093,-0.36835,0.06155,0.61261,-0.24507,-0.07415,0.56961,-0.27925,0.03726,0.58494,-0.3101,0.00326,0.55216,-0.34613,0.14559,0.4572,-0.10848,-0.15432,0.50572,-0.11967,0.21153,0.25567,-0.0766,-0.18684,0.19767,-0.15228,0.25899,0.02203,-0.05291,-0.20872,-0.02264,-0.20052,0.26232,-0.029,-0.04389,-0.19597,-0.06727,-0.24091,0.22785,-0.04998,-0.07071,-0.15942,-0.0551,-0.25939,0.25231,-0.01523,-0.06135,-0.19467,-0.03074,-0.21592,0.09009,-0.00284,0.04392,-0.08745,0.00578,-0.04294,0.07978,-0.40084,0.06581,-0.07318,-0.31817,-0.03306,0.02974,-0.71276,0.25363,-0.16339,-0.66103,0.19943,0.00492,-0.74721,0.27661,-0.17179,-0.69013,0.18189,0.05845,-0.78868,0.22968,-0.14443,-0.72863,0.10323
0.01166,0.59054,-0.37009,0.02625,0.61341,-0.3609,0.0271,0.6126,-0.34913,0.02702,0.61266,-0.35317,0.00391,0.62519,-0.38092,0.00396,0.62291,-0.39386,0.0102,0.60921,-0.37359,0.06163,0.61248,-0.24881,-0.07412,0.56901,-0.28382,0.03739,0.58488,-0.31455,0.00344,0.55202,-0.35123,0.1457,0.4587,-0.10816,-0.15405,0.50415,-0.1211,0.21379,0.26018,-0.07345,-0.18673,0.197,-0.15206,0.26074,0.02935,-0.05067,-0.2104,-0.02301,-0.20035,0.26384,-0.01957,-0.04127,-0.1982,-0.06724,-0.24075,0.22897,-0.03836,-0.06808,-0.16285,-0.05474,-0.25905,0.25378,-0.00724,-0.05899,-0.19626,-0.03083,-0.21559,0.09021,-0.0019,0.04572,-0.08757,0.00502,-0.04472,0.07984,-0.39562,0.07925,-0.06239,-0.31883,-0.0426,0.0284,-0.68934,0.29054,-0.14009,-0.67784,0.17017,0.00311,-0.72179,0.31579,-0.14685,-0.70838,0.15103,0.04496,-0.76834,0.26784,-0.11488,-0.74421,0.05854
0.01233,0.5894,-0.37181,0.02644,0.61205,-0.36222,0.02742,0.61123,-0.35041,0.02727,0.61134,-0.35449,0.00419,0.62312,-0.38298,0.00442,0.62096,-0.39614,0.01051,0.60765,-0.37563,0.0614,0.61095,-0.24894,-0.07441,0.56635,-0.2867,0.03757,0.58365,-0.31581,0.00366,0.55065,-0.35367,0.14474,0.45943,-0.10802,-0.15437,0.50141,-0.12396,0.2133,0.26649,-0.07318,-0.18624,0.1957,-0.15776,0.25949,0.04061,-0.05585,-0.2107,-0.02288,-0.20438,0.26263,-0.00757,-0.04747,-0.19896,-0.06674,-0.24494,0.22639,-0.02556,-0.07401,-0.16447,-0.05324,-0.26431,0.25209,0.00392,-0.06464,-0.19677,-0.03055,-0.2201,0.09018,-0.001,0.0489,-0.08753,0.00434,-0.04785,0.07893,-0.39062,0.09481,-0.04867,-0.31837,-0.04956,0.02274,-0.67652,0.30597,-0.11636,-0.68407,0.13518,-0.00267,-0.7084,0.33072,-0.12143,-0.71547,0.11285,0.04227,-0.75666,0.28421,-0.0843,-0.75137,0.0149
0.01359,0.58477,-0.39248,0.02714,0.60724,-0.38289,0.02839,0.60622,-0.37113,0.02806,0.60655,-0.3751,0.00508,0.61757,-0.40467,0.00571,0.61549,-0.41815,0.01154,0.60282,-0.39694,0.06143,0.60517,-0.26747,-0.07419,0.55974,-0.30797,0.03827,0.5789,-0.3352,0.00471,0.54559,-0.37491,0.14368,0.45868,-0.11234,-0.15337,0.49813,-0.14451,0.21362,0.26598,-0.07505,-0.185,0.19287,-0.17952,0.26152,0.04052,-0.06298,-0.21102,-0.02422,-0.22394,0.26498,-0.00692,-0.0537,-0.19996,-0.06742,-0.26554,0.2284,-0.02318,-0.08084,-0.16576,-0.05316,-0.28643,0.25418,0.00449,-0.07214,-0.19717,-0.03145,-0.24078,0.08927,-0.00061,0.05424,-0.08664,0.00412,-0.05326,0.07807,-0.38825,0.10844,-0.03171,-0.31836,-0.06616,0.01973,-0.6796,0.302,-0.09368,-0.69494,0.08665,-0.00537,-0.71219,0.32502,-0.09741,-0.72683,0.06154,0.0422,-0.75737,0.27907,-0.05214,-0.75712,-0.03952
0.01311,0.58363,-0.41008,0.02699,0.60558,-0.39949,0.02836,0.60452,-0.38762,0.02792,0.6049,-0.39149,0.00452,0.61539,-0.41926,0.00538,0.61344,-0.43267,0.011,0.60115,-0.41127,0.06337,0.60056,-0.27891,-0.07432,0.55503,-0.31208,0.0383,0.57682,-0.35204,0.00452,0.54357,-0.38933,0.14566,0.45514,-0.12096,-0.15376,0.49177,-0.1423,0.21906,0.26418,-0.08531,-0.18604,0.18999,-0.17598,0.26511,0.03866,-0.08699,-0.21109,-0.02502,-0.22427,0.26789,-0.00892,-0.08042,-0.19899,-0.06886,-0.26711,0.23003,-0.02401,-0.10862,-0.16382,-0.05341,-0.28912,0.2568,0.00268,-0.0969,-0.19642,-0.03212,-0.24186,0.08966,0.00056,0.05414,-0.08705,0.00312,-0.0531,0.0783,-0.38795,0.10518,-0.01757,-0.31901,-0.07482,0.02306,-0.67844,0.31061,-0.06949,-0.70324,0.07331,-0.00109,-0.71058,0.33451,-0.07288,-0.73522,0.04887,0.0402,-0.75901,0.2897,-0.04156,-0.7654,-0.05061
0.01351,0.57172,-0.40581,0.02709,0.59525,-0.39556,0.02867,0.59395,-0.38383,0.02814,0.59473,-0.38772,0.00461,0.60445,-0.41637,0.00558,0.60235,-0.42976,0.0111,0.59053,-0.4084,0.06346,0.5943,-0.2759,-0.07449,0.54573,-0.31194,0.03881,0.5664,-0.34808,0.00474,0.53197,-0.38593,0.144,0.45156,-0.12082,-0.15256,0.48617,-0.14301,0.21883,0.26379,-0.0892,-0.18393,0.18434,-0.1787,0.2638,0.03866,-0.08903,-0.20966,-0.02827,-0.22298,0.26714,-0.00823,-0.08151,-0.19775,-0.07178,-0.26481,0.22882,-0.02169,-0.10787,-0.16301,-0.05498,-0.28631,0.25559,0.00315,-0.0981,-0.19491,-0.03454,-0.24023,0.08953,0.00148,0.0577,-0.08687,0.00244,-0.05676,0.07553,-0.37755,0.11812,-0.01543,-0.31905,-0.11455,0.02482,-0.65142,0.33392,-0.06136,-0.71206,-0.00866,0.0007,-0.68135,0.35804,-0.06405,-0.74462,-0.03698,0.04254,-0.73381,0.32512,-0.0202,-0.77322,-0.13634
0.01545,0.56706,-0.40217,0.0278,0.59179,-0.39196,0.02958,0.59052,-0.38012,0.02907,0.59137,-0.38415,0.00543,0.60052,-0.41187,0.00664,0.5982,-0.42518,0.01204,0.58616,-0.40404,0.06347,0.59396,-0.27356,-0.07444,0.54219,-0.3087,0.04057,0.56307,-0.34525,0.00652,0.52715,-0.38206,0.14264,0.45054,-0.12037,-0.14982,0.48431,-0.1425,0.21556,0.26352,-0.08791,-0.1839,0.18348,-0.17862,0.26101,0.03775,-0.0836,-0.20869,-0.03062,-0.22126,0.26542,-0.00942,-0.07558,-0.19591,-0.07408,-0.26013,0.22517,-0.02332,-0.10253,-0.16184,-0.05677,-0.28093,0.25251,0.0024,-0.09257,-0.19375,-0.03634,-0.23795,0.08883,0.00169,0.06007,-0.08608,0.00233,-0.05938,0.06774,-0.37861,0.11213,-0.01049,-0.32178,-0.11516,0.02437,-0.65938,0.32472,-0.05983,-0.7244,0.00696,0.00059,-0.69032,0.34961,-0.06281,-0.75792,-0.02039,0.03751,-0.73983,0.31065,-0.00746,-0.79032,-0.11295
0.016,0.56835,-0.386,0.02796,0.59281,-0.37581,0.02982,0.59157,-0.36409,0.0293,0.59234,-0.36788,0.00556,0.60183,-0.39739,0.00677,0.59952,-0.41036,0.01217,0.58734,-0.38966,0.06346,0.59563,-0.25831,-0.07461,0.54353,-0.29744,0.04131,0.56412,-0.32923,0.00696,0.5285,-0.3665,0.14205,0.45167,-0.1141,-0.14957,0.48486,-0.13426,0.21464,0.2644,-0.08614,-0.18425,0.18404,-0.17009,0.25736,0.03823,-0.08059,-0.20756,-0.0315,-0.19694,0.26156,-0.00883,-0.07339,-0.19288,-0.07504,-0.23124,0.22037,-0.02272,-0.09714,-0.16055,-0.05744,-0.25095,0.2486,0.00341,-0.0887,-0.1929,-0.03683,-0.21266,0.08852,0.00189,0.05993,-0.08568,0.00208,-0.05923,0.05995,-0.37945,0.10903,-0.00757,-0.32614,-0.10035,0.01916,-0.65392,0.31785,-0.05244,-0.72688,0.04485,-0.00432,-0.68333,0.34206,-0.05513,-0.76036,0.01941,0.0245,-0.73534,0.30665,-0.0031,-0.79508,-0.06645
0.01635,0.5691,-0.3854,0.02801,0.59357,-0.37543,0.02993,0.59238,-0.36368,0.02941,0.59309,-0.36758,0.00556,0.60274,-0.39672,0.00676,0.60041,-0.40971,0.01216,0.58812,-0.38903,0.06347,0.59671,-0.25673,-0.07605,0.54436,-0.29704,0.0419,0.56489,-0.32889,0.00709,0.5291,-0.36599,0.14115,0.45182,-0.11222,-0.14911,0.48532,-0.13416,0.20212,0.26414,-0.0858,-0.18362,0.18282,-0.1699,0.24219,0.0384,-0.078,-0.20277,-0.03355,-0.19317,0.24572,-0.00829,-0.07038,-0.18717,-0.07717,-0.22788,0.20686,-0.02125,-0.09504,-0.15491,-0.05854,-0.24722,0.23404,0.0041,-0.08631,-0.18822,-0.03817,-0.20861,0.08849,0.00202,0.0606,-0.08565,0.00195,-0.05989,0.05736,-0.37658,0.10976,-0.00953,-0.32652,-0.0969,0.01991,-0.61552,0.33428,-0.05276,-0.72049,0.04326,-0.00332,-0.64151,0.36061,-0.05503,-0.75317,0.01779,0.02334,-0.69547,0.34437,-0.00159,-0.78724,-0.06359
0.01692,0.57128,-0.37794,0.02826,0.59706,-0.36637,0.03026,0.59577,-0.35478,0.02974,0.59654,-0.35866,0.00557,0.60523,-0.38913,0.00677,0.60287,-0.40227,0.01217,0.5906,-0.38152,0.06354,0.60233,-0.24508,-0.0773,0.5452,-0.28912,0.04268,0.56777,-0.32004,0.00729,0.53043,-0.35873,0.14088,0.45377,-0.09737,-0.14669,0.48618,-0.13397,0.18981,0.26397,-0.07865,-0.18202,0.18325,-0.16981,0.22526,0.03799,-0.07594,-0.19892,-0.0334,-0.19375,0.22692,-0.0089,-0.06786,-0.1838,-0.07696,-0.22899,0.19235,-0.02156,-0.09069,-0.14972,-0.05822,-0.2487,0.21838,0.0038,-0.08354,-0.18441,-0.03791,-0.20934,0.08827,0.00201,0.06256,-0.08542,0.00198,-0.06181,0.05007,-0.37335,0.12912,-0.00991,-0.32638,-0.09726,0.01445,-0.62027,0.34964,-0.05861,-0.7161,0.02848,-0.00803,-0.64827,0.37503,-0.0614,-0.74832,0.00145,0.0247,-0.70038,0.35907,-0.00527,-0.78194,-0.08361
0.01694,0.5715,-0.38,0.02822,0.59734,-0.36765,0.03026,0.59601,-0.35607,0.02972,0.59678,-0.36002,0.00524,0.60562,-0.39093,0.0065,0.60324,-0.40431,0.01181,0.59088,-0.38333,0.0633,0.60263,-0.24534,-0.07988,0.54551,-0.28998,0.04272,0.56793,-0.32124,0.00719,0.53096,-0.36096,0.13953,0.45381,-0.09505,-0.14591,0.48625,-0.1379,0.17956,0.2626,-0.07842,-0.1788,0.18358,-0.1749,0.21296,0.03783,-0.08001,-0.19404,-0.03316,-0.1993,0.21391,-0.00925,-0.07222,-0.17896,-0.07676,-0.2356,0.18127,-0.02232,-0.09502,-0.14361,-0.05792,-0.25491,0.20662,0.00344,-0.0877,-0.17925,-0.03754,-0.21489,0.08803,0.002,0.06473,-0.08519,0.00205,-0.06391,0.04811,-0.3739,0.14734,-0.00794,-0.32623,-0.10149,0.01613,-0.62923,0.35981,-0.06215,-0.71352,0.01386,-0.0065,-0.65827,0.38405,-0.06525,-0.74553,-0.01351,0.02657,-0.70873,0.36269,-0.00823,-0.77924,-0.10465
0.01406,0.57679,-0.37993,0.02517,0.60268,-0.36764,0.02742,0.60143,-0.35606,0.02679,0.60206,-0.36,0.00148,0.61014,-0.39079,0.00287,0.60785,-0.4042,0.00796,0.59554,-0.3832,0.06227,0.6055,-0.24554,-0.08248,0.54693,-0.28885,0.04111,0.57218,-0.3213,0.00477,0.53476,-0.36089,0.13853,0.4543,-0.09561,-0.14595,0.48651,-0.13743,0.16944,0.26188,-0.07834,-0.17815,0.18379,-0.17329,0.20027,0.03651,-0.07952,-0.1897,-0.03297,-0.19935,0.20141,-0.01017,-0.07177,-0.17219,-0.07672,-0.23601,0.17129,-0.02249,-0.0946,-0.13677,-0.05778,-0.25514,0.19508,0.00243,-0.08724,-0.17431,-0.03742,-0.21496,0.08801,0.00206,0.06451,-0.08518,0.00198,-0.06367,0.04714,-0.37354,0.13862,-0.00956,-0.32648,-0.10074,0.0067,-0.61179,0.36413,-0.06213,-0.71246,0.02959,-0.01614,-0.63841,0.39135,-0.06433,-0.74437,0.00338,0.01692,-0.69364,0.37414,-0.00829,-0.77747,-0.08501
